DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF MAY - 2026 (AS ON 01/06/2026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"ot
k
al
ag
B","ari
all
B","City
avi
ag
el
B","Dist
avi
ag
el
B","city
u
ur
al
ng
e
B","District
u
ur
al
ng
e
B","h
ut
o
S
u
ur
al
ng
e
B","ar
d
Bi","ar
ag
n
a
aj
ar
m
a
h
C","a
ur
p
a
all
b
k
hic
C","u
ur
al
ag
m
a
kk
hi
C","a
g
ur
d
a
hitr
C","a
d
a
n
n
a
k
a
n
hi
ks
a
D","e
er
ag
n
a
av
D","d
a
w
ar
h
D","ag
d
a
G","n
a
ass
H","eri
av
H","d
a
w
ar
D h City
alli
b
b
u
H","G.F
K.","agi
ur
b
a
al
K","City
agi
ur
b
a
al
K","ays
w
ail
R
a
k
a
at
n
ar
K","u
ag
d
o
K","ar
ol
K","al
p
p
o
K","a
dy
n
a
M","City
u
or
o
al
ng
a
M","City
u
ur
Mys","District
u
ur
Mys","ur
h
aic
R","a
g
g
o
m
a
v
hi
S","u
ur
k
a
m
u
T","pi
u
d
U","a
d
a
n
n
a
k
a
ar
Utt","a
ar
ag
n
a
ay
Vij","ur
p
a
ay
Vij","dgir
a
Y","al
ot
T"
8,Spl & Local laws,205,104,97,152,1597,62,40,140,105,53,89,137,39,85,41,124,150,115,78,32,63,79,7,67,53,103,201,119,56,163,169,240,153,41,121,133,193,57,5463
9a,"RAPE (Sec.376,
376(A) to 376 (D)",1,1,4,4,8,0,0,1,1,3,1,0,1,3,0,1,0,1,4,0,1,2,0,0,0,2,0,0,1,1,4,6,0,2,1,0,1,2,57
9b,DOWRY DEATHS,0,1,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,POCSO,9,19,5,20,69,7,6,4,13,21,6,7,6,6,8,5,12,4,5,2,8,2,0,7,7,6,21,5,5,15,13,30,17,5,8,9,8,6,406
11,SC ST & POA Act,15,5,5,27,19,4,4,8,2,1,8,4,4,9,7,5,9,6,6,3,7,1,0,1,8,2,6,0,1,8,11,7,6,4,4,3,9,3,232
12a,"107 Cr.P.C./126
BNSS",42,309,126,200,48,21,12,133,27,45,60,63,259,54,65,70,30,101,44,9,78,81,0,57,35,183,23,164,8,75,145,68,59,50,155,250,81,72,3302
12b,"109 Cr.P.C/128
BNSS",4,2,10,10,26,12,0,7,1,2,6,1,2,4,1,4,13,9,5,0,2,2,18,0,4,6,1,0,6,8,7,2,15,0,6,6,8,0,210
12c,"110 Cr.P.C/129
BNSS",4,9,18,13,752,29,74,42,4,8,23,53,11,0,2,5,149,31,61,9,7,9,1,12,62,3,75,33,170,54,9,6,79,114,48,48,32,174,2233
13,"CYBER CRIME
(INFORMATION",4,6,8,16,627,17,9,6,1,19,5,12,7,5,3,4,9,14,20,4,4,11,1,3,6,2,10,10,15,5,4,12,18,8,7,0,30,4,946
14a,Cr. Br. of Trust,0,1,1,2,41,2,2,1,2,0,0,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0,1,68
14b,CHEATING,7,8,9,12,214,21,12,1,1,22,6,11,3,6,2,1,9,7,5,1,1,8,1,3,5,2,6,7,3,6,6,11,23,8,5,6,9,5,473
14c,COUNTERFEITING,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15a,MMDR,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
16,"Motor vehicles
Theft Cases",8,14,12,25,407,37,21,9,4,3,7,12,6,20,1,4,8,12,5,1,5,7,10,5,6,7,4,4,11,14,15,18,15,2,3,3,15,1,761
17,NDPS Cases,1,3,23,8,352,6,2,6,8,3,9,21,8,29,1,2,17,5,12,7,0,20,6,24,6,3,17,89,14,16,11,39,4,8,25,5,3,0,813
