DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF MARCH - 2023 (AS ON 06/04/2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
9a,RAPE,2,0,0,0,12,0,0,0,0,0,1,2,3,1,0,0,2,1,0,0,2,0,2,2,0,0,3,0,3,0,1,0,2,1,1,2,1,0,44
9b,DOWRY DEATHS,0,0,0,1,2,2,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,17
10,POCSO,3,0,1,6,43,7,2,4,9,6,9,6,4,2,4,12,3,6,3,3,1,0,0,5,10,11,5,3,8,9,6,13,11,4,4,2,7,3,235
11,SC ST & POA Act,3,1,0,8,13,7,5,4,2,8,4,0,5,3,1,9,3,2,1,2,1,0,5,3,2,7,3,1,8,7,3,8,6,5,3,6,4,4,157
12a,107 Cr.P.C.,112,78,117,126,56,328,112,59,53,239,82,323,260,34,354,140,80,22,40,88,102,1,57,17,687,264,191,9,443,152,12,355,80,98,158,92,198,27,5646
12b,109 Cr.P.C.,3,7,6,32,11,7,6,3,1,2,3,0,5,3,5,3,9,3,1,2,6,8,1,4,2,7,8,6,11,4,6,2,6,4,2,2,9,3,203
12c,110 Cr.P.C.,11,4,6,21,1052,91,25,16,25,0,110,23,2,6,3,321,188,190,228,3,6,0,2,93,2,470,28,186,0,3,12,0,66,259,114,33,61,113,3773
13,CYBER CRIME,7,3,8,1,1335,56,1,4,19,8,5,3,6,2,3,11,9,35,9,4,0,0,5,7,1,1,7,11,1,2,11,3,18,12,4,1,2,0,1615
14a,Cr. Br. of Trust,0,1,2,1,15,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,4,0,1,0,1,3,1,0,0,0,0,40
14b,CHEATING,7,2,11,9,259,25,5,6,2,9,5,3,10,5,0,15,6,6,2,3,4,0,3,3,3,6,16,21,8,4,9,12,12,8,8,4,7,2,520
14c,COUNTERFEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5
15a,MMDR,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,10
16,"Motor vehicles
Theft Cases",12,21,18,24,389,69,19,1,8,12,16,3,28,6,5,27,14,13,6,2,30,2,2,15,6,16,11,12,14,13,20,16,26,3,8,2,9,9,907
17,NDPS Cases,7,3,6,14,305,59,2,5,3,14,11,17,1,7,4,7,2,6,15,19,4,4,9,7,1,2,33,8,6,4,25,31,5,52,38,9,7,4,756
