DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF APRIL - 2024 (AS ON 07/05/2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
9a,RAPE,1,0,0,1,17,3,2,0,1,0,1,0,2,0,1,3,2,0,0,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,3,1,49
9b,DOWRY DEATHS,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
10,POCSO,3,5,4,6,43,11,4,6,12,5,6,11,4,2,3,5,8,4,8,2,1,0,6,9,8,12,11,4,6,5,10,21,7,4,7,4,8,2,277
11,SC ST & POA Act,5,4,2,7,22,11,3,6,2,7,3,2,9,3,3,8,2,6,0,8,3,0,1,5,7,0,2,4,4,9,5,10,3,3,4,4,4,5,186
12a,107 Cr.P.C.,46,49,92,53,277,25,93,75,30,48,41,69,42,56,104,54,28,49,34,41,89,0,54,43,303,24,112,13,102,83,26,76,87,17,38,296,77,47,2793
12b,109 Cr.P.C.,8,4,16,2,117,3,6,1,2,5,5,5,7,4,10,7,3,2,0,1,2,7,2,4,4,3,2,12,11,5,7,2,33,1,5,5,15,0,328
12c,110 Cr.P.C.,14,11,2,19,778,5,6,31,3,1,2,7,0,7,8,16,9,153,10,52,3,2,21,35,2,40,22,42,31,5,63,1,20,38,11,77,17,7,1571
13,CYBER CRIME,4,8,7,7,1279,43,4,1,12,9,4,7,4,7,7,9,10,17,10,1,0,0,7,6,3,4,9,27,2,1,19,5,21,10,4,1,5,0,1574
14a,Cr. Br. of Trust,0,2,0,1,15,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,2,0,0,0,1,0,2,3,1,0,0,0,34
14b,CHEATING,10,6,5,9,206,32,2,2,7,7,6,0,5,1,1,5,2,5,1,3,3,0,4,0,3,7,15,8,6,7,8,14,11,10,2,4,3,2,422
14c,COUNTERFEITING,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
15a,MMDR,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
16,"Motor vehicles
Theft Cases",11,12,15,20,417,78,12,3,11,7,18,3,16,4,4,15,14,8,2,7,15,1,1,6,10,15,7,16,18,9,22,12,27,6,7,3,11,5,868
17,NDPS Cases,0,2,0,2,43,7,1,2,0,8,0,2,4,2,6,10,2,4,2,1,2,10,4,6,0,1,56,2,0,0,3,23,0,3,4,1,4,0,217
