DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF JUNE - 2024 (AS ON 01/07/2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
11,SC ST & POA Act,1,1,4,2,15,4,5,3,3,0,3,8,3,0,3,8,1,3,2,4,3,0,5,5,4,9,2,0,3,6,1,10,8,3,6,2,5,3,148
12a,107 Cr.P.C.,68,43,93,122,69,23,95,31,26,60,213,46,30,133,116,141,65,29,24,55,19,0,46,23,61,32,57,55,56,42,11,102,100,163,120,112,87,31,2599
12b,109 Cr.P.C.,15,8,8,7,99,7,11,0,7,14,7,0,3,2,6,8,6,10,2,9,6,34,3,1,6,5,1,2,6,7,19,3,38,0,2,5,10,4,381
12c,110 Cr.P.C.,14,1,13,14,40,1,12,1,6,24,1,1,8,6,2,3,0,14,3,3,2,3,0,0,3,0,5,2,5,7,5,0,7,10,10,1,9,2,238
13,CYBER CRIME,8,13,11,5,1535,85,9,0,17,8,15,5,15,6,8,20,14,36,13,6,6,0,8,5,0,5,6,37,9,0,30,15,36,20,3,2,8,0,2019
14a,Cr. Br. of Trust,2,0,0,0,12,4,0,0,0,1,2,0,1,0,0,0,2,3,0,3,2,0,0,2,1,0,3,2,0,0,0,0,1,0,3,1,4,0,49
14b,CHEATING,7,7,10,19,265,57,4,3,6,3,11,3,10,3,1,14,6,8,4,5,9,0,7,6,6,7,10,24,14,9,7,21,21,23,15,14,21,5,665
14c,COUNTERFEITING,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15a,MMDR,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,10
16,"Motor vehicles
Theft Cases",17,16,13,28,478,98,16,5,16,19,13,3,20,2,4,12,27,11,5,5,20,6,3,12,9,21,8,22,29,12,20,27,42,4,6,7,17,8,1081
17,NDPS Cases,0,2,0,1,33,6,1,1,3,8,6,0,35,1,0,5,1,4,0,0,0,8,15,4,0,1,67,3,1,0,1,74,4,20,5,11,1,0,322
