DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF DECEMBER - 2025 (AS ON 01/01/2026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"ot
k
al
ag
B","ari
all
B","City
avi
ag
el
B","Dist
avi
ag
el
B","city
u
ur
al
ng
e
B","District
u
ur
al
ng
e
B","h
ut
o
S
u
ur
al
ng
e
B","ar
d
Bi","ar
ag
n
a
aj
ar
m
a
h
C","a
ur
p
a
all
b
k
hic
C","u
ur
al
ag
m
a
kk
hi
C","a
g
ur
d
a
hitr
C","a
d
a
n
n
a
k
a
n
hi
ks
a
D","e
er
ag
n
a
av
D","d
a
w
ar
h
D","ag
d
a
G","n
a
ass
H","eri
av
H","d
a
w
ar
D h City
alli
b
b
u
H","G.F
K.","agi
ur
b
a
al
K","City
agi
ur
b
a
al
K","ays
w
ail
R
a
k
a
at
n
ar
K","u
ag
d
o
K","ar
ol
K","al
p
p
o
K","a
dy
n
a
M","City
u
or
o
al
ng
a
M","City
u
ur
Mys","District
u
ur
Mys","ur
h
aic
R","a
g
g
o
m
a
v
hi
S","u
ur
k
a
m
u
T","pi
u
d
U","a
d
a
n
n
a
k
a
ar
Utt","a
ar
ag
n
a
ay
Vij","ur
p
a
ay
Vij","dgir
a
Y","al
ot
T"
8,Spl & Local laws,142,200,32,177,1825,76,61,66,48,77,59,158,37,76,34,43,102,59,92,30,132,97,7,49,43,105,116,120,121,73,169,275,212,55,155,171,132,216,5642
9a,"RAPE (Sec.376,
376(A) to 376 (D)
IPC/64 TO 71 BNS)",0,0,2,3,11,1,2,1,0,0,1,1,0,1,0,1,2,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,3,1,1,1,2,0,41
9b,DOWRY DEATHS,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
10,POCSO,2,71,5,19,48,4,8,4,5,15,15,11,9,7,3,4,18,11,7,2,1,5,0,7,8,6,13,5,4,11,0,23,15,4,7,5,2,4,388
11,SC ST & POA Act,8,1,1,16,30,7,4,6,7,6,14,9,4,8,5,5,12,8,5,1,5,2,1,1,1,5,9,3,0,8,11,5,12,5,6,5,3,6,245
12a,"107 Cr.P.C./126
BNSS",25,20,43,147,70,19,8,22,11,20,30,37,21,18,47,40,65,22,30,7,17,15,0,22,5,38,12,31,6,30,16,34,30,12,34,40,64,12,1120
12b,"109 Cr.P.C/128
BNSS",3,6,2,7,32,3,1,6,0,4,2,5,1,4,2,0,6,3,6,1,1,2,15,0,3,2,2,1,1,4,2,2,30,2,9,4,3,1,178
12c,"110 Cr.P.C/129
BNSS",0,0,8,15,346,0,104,6,1,0,12,1,0,0,3,5,20,20,10,17,5,4,0,2,0,2,4,7,54,1,13,1,43,1,3,0,14,2,724
13,"CYBER CRIME
(INFORMATION
TECHNOLOGY ACT)",5,7,7,9,928,40,25,2,2,18,5,5,14,8,3,3,5,10,16,7,5,9,1,4,6,4,3,17,20,9,3,16,21,19,3,3,22,2,1286
14a,Cr. Br. of Trust,0,0,1,2,41,3,1,1,0,0,3,3,1,1,2,0,0,0,3,0,1,1,0,0,1,1,0,0,2,0,2,2,3,0,0,0,0,0,75
14b,CHEATING,4,8,9,9,366,24,16,8,5,4,8,7,4,15,4,2,9,3,5,1,4,2,0,3,4,3,6,10,9,9,4,16,19,7,4,7,8,6,632
14c,COUNTERFEITING,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
15a,MMDR,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
16,"Motor vehicles
Theft Cases",12,14,9,29,391,55,18,13,3,5,8,11,4,20,3,7,8,14,9,3,16,6,6,1,9,7,10,8,18,7,8,14,18,4,2,4,13,8,795
17,NDPS Cases,0,5,3,9,327,6,3,1,4,1,10,9,3,10,0,1,24,1,43,5,3,29,2,23,12,3,30,80,69,2,7,96,37,5,31,9,3,0,906
