DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF OCTOBER - 2024 (AS ON 02/11/2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
9a,RAPE,1,1,1,3,20,0,1,2,0,3,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,0,3,1,0,2,1,0,0,3,0,51
9b,DOWRY DEATHS,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9
10,POCSO,3,2,1,5,37,8,0,6,13,7,11,3,7,3,2,5,6,3,2,1,1,0,5,0,0,10,5,7,3,4,5,13,8,3,6,6,5,3,209
11,SC ST & POA Act,4,2,3,9,20,6,2,5,4,2,7,0,4,0,1,7,4,7,0,4,2,1,1,2,2,6,1,1,3,12,3,5,10,1,3,2,7,6,159
12a,107 Cr.P.C.,28,37,74,136,26,16,63,15,21,193,35,40,17,31,26,25,46,8,11,48,21,0,22,15,19,25,59,5,29,20,23,16,31,12,22,60,22,13,1310
12b,109 Cr.P.C.,10,5,12,8,35,3,8,5,4,17,4,3,2,6,8,4,5,1,3,3,4,22,1,1,2,6,4,2,5,6,1,1,28,0,7,1,4,2,243
12c,110 Cr.P.C.,5,0,6,14,192,26,11,16,0,30,1,0,2,2,42,5,3,1,277,6,1,0,0,3,7,1,8,41,2,3,140,1,6,2,32,1,6,1,894
13,CYBER CRIME,4,7,11,4,1346,48,1,1,15,3,6,5,3,5,1,4,8,15,5,0,2,0,4,3,3,5,17,14,1,4,21,12,28,10,16,3,5,1,1641
14a,Cr. Br. of Trust,3,1,0,1,16,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,1,1,0,3,1,0,1,2,1,0,1,0,44
14b,CHEATING,8,7,8,7,219,31,4,3,9,1,7,4,9,2,5,11,5,4,1,4,5,0,8,4,1,10,8,6,5,9,13,12,12,9,7,6,8,5,477
14c,COUNTERFEITING,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,KMMC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10
15a,MMDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
16,"Motor vehicles
Theft Cases",10,8,16,13,358,81,8,4,15,10,15,3,23,3,8,12,18,11,3,6,13,9,4,8,6,15,5,21,12,23,16,20,33,5,3,6,10,5,839
17,NDPS Cases,0,0,5,2,43,4,2,2,0,22,2,2,5,3,0,5,1,0,2,2,7,2,11,1,1,1,78,3,4,1,0,24,6,5,8,9,9,2,274
