DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF JUNE - 2023 (AS ON 07/07/2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
12a,107 Cr.P.C.,35,34,11,100,21,28,80,24,14,9,19,23,33,74,107,47,30,14,6,54,12,1,20,18,53,26,301,9,22,22,40,46,26,34,19,98,55,36,1601
12b,109 Cr.P.C.,8,5,2,12,16,10,14,3,0,1,5,1,3,6,33,4,5,7,0,63,10,29,2,0,8,10,6,4,10,6,2,0,12,7,3,10,12,2,331
12c,110 Cr.P.C.,9,40,4,15,178,2,18,0,0,2,0,1,0,8,8,0,13,12,0,7,11,1,0,1,16,1,11,27,7,9,3,0,23,2,1,5,14,1,450
13,CYBER CRIME,2,7,8,9,1386,58,3,4,29,5,0,3,7,4,11,18,2,43,19,2,0,0,12,8,1,4,30,18,4,2,8,4,24,8,3,0,12,1,1759
14a,Cr. Br. of Trust,0,0,1,2,16,4,1,1,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,0,0,2,0,0,2,4,1,2,1,4,0,0,0,48
14b,CHEATING,4,2,13,14,286,44,1,6,4,5,12,4,12,4,2,11,7,17,3,0,2,0,7,4,2,3,16,10,5,6,16,17,34,12,7,10,6,4,612
14c,COUNTERFEITING,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,5,12
15a,MMDR,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
16,"Motor vehicles
Theft Cases",18,20,20,35,552,102,30,5,18,8,23,2,38,12,7,26,20,11,4,6,50,5,1,13,13,20,11,26,18,19,28,26,44,6,4,6,29,12,1288
17,NDPS Cases,0,2,2,2,1025,26,1,2,4,22,8,6,4,1,1,1,0,6,2,0,3,1,10,6,0,3,70,6,1,1,10,23,2,30,6,3,0,0,1290
