Month,Year,Crime_Category,Subcategory,Cases,Source_File,Page_Number,Table_Number
April,2024,Murder,Other Murders,122,crime_22.pdf,3,1
April,2024,Murder,Total Murder,125,crime_22.pdf,3,1
April,2024,Dacoity,Dacoity Cases,14,crime_22.pdf,4,1
April,2024,Robbery,Chain Snatching,52,crime_22.pdf,5,1
April,2024,Robbery,Robbery (Except Chain Snatching),98,crime_22.pdf,5,1
April,2024,Robbery,Total Robbery,150,crime_22.pdf,5,1
April,2024,Burglary,Burglary Night,318,crime_22.pdf,6,1
April,2024,Burglary,Burglary Day,76,crime_22.pdf,6,1
April,2024,Burglary,Total,394,crime_22.pdf,6,1
April,2024,Theft,Reported,1763,crime_22.pdf,7,1
April,2024,Riots,Riots,346,crime_22.pdf,8,1
April,2024,Hurt,Cases of Hurt,1613,crime_22.pdf,9,1
April,2024,Special & Local Laws,Special & Local Laws,4963,crime_22.pdf,10,1
April,2024,Crime against Women,Rape,51,crime_22.pdf,11,1
April,2024,Crime against Women,Dowry Death,9,crime_22.pdf,11,1
April,2024,POCSO,POCSO,317,crime_22.pdf,12,1
April,2024,SC/ST POA Act,SC/ST POA Act,190,crime_22.pdf,13,1
April,2024,Economic Offences,Economic Offences,459,crime_22.pdf,16,1
April,2024,Cyber Crimes,Cyber Crimes,2284,crime_23.pdf,15,1
April,2024,Murder,Other Murders,121,crime_9.pdf,3,1
April,2024,Murder,Total Murder,124,crime_9.pdf,3,1
April,2024,Dacoity,Dacoity Cases,10,crime_9.pdf,4,1
April,2024,Robbery,Chain Snatching,54,crime_9.pdf,5,1
April,2024,Robbery,Robbery (Except Chain Snatching),96,crime_9.pdf,5,1
April,2024,Burglary,Burglary Night,325,crime_9.pdf,6,1
April,2024,Burglary,Burglary Day,73,crime_9.pdf,6,1
April,2024,Burglary,Total,398,crime_9.pdf,6,1
April,2024,Theft,Reported,1760,crime_9.pdf,7,1
April,2024,Riots,Riots,340,crime_9.pdf,8,1
April,2024,Hurt,Cases of Hurt,1648,crime_9.pdf,9,1
April,2024,Special & Local Laws,Special & Local Laws,5013,crime_9.pdf,10,1
April,2024,Crime against Women,Rape,57,crime_9.pdf,11,1
April,2024,Crime against Women,Dowry Death,10,crime_9.pdf,11,1
April,2024,POCSO,POCSO,355,crime_9.pdf,12,1
April,2024,SC/ST POA Act,SC/ST POA Act,191,crime_9.pdf,13,1
April,2024,Cyber Crimes,Cyber Crimes,1603,crime_9.pdf,15,1
April,2024,Economic Offences,Economic Offences,451,crime_9.pdf,16,1
May,2024,Murder,Murder for gain,5,crime_10.pdf,3,1
May,2024,Murder,Other Murders,100,crime_10.pdf,3,1
May,2024,Murder,Total Murder,105,crime_10.pdf,3,1
May,2024,Dacoity,Dacoity Cases,9,crime_10.pdf,4,1
May,2024,Robbery,Chain Snatching,58,crime_10.pdf,5,1
May,2024,Robbery,Robbery (Except Chain Snatching),121,crime_10.pdf,5,1
May,2024,Robbery,Total Robbery,179,crime_10.pdf,5,1
May,2024,Burglary,Burglary Night,399,crime_10.pdf,6,1
May,2024,Burglary,Burglary Day,104,crime_10.pdf,6,1
May,2024,Burglary,Total,503,crime_10.pdf,6,1
May,2024,Theft,Reported,2119,crime_10.pdf,7,1
May,2024,Riots,Riots,398,crime_10.pdf,8,1
May,2024,Hurt,Cases of Hurt,1850,crime_10.pdf,9,1
May,2024,Special & Local Laws,Special & Local Laws,4921,crime_10.pdf,10,1
May,2024,Crime against Women,Rape,88,crime_10.pdf,11,1
May,2024,Crime against Women,Dowry Death,11,crime_10.pdf,11,1
May,2024,POCSO,POCSO,404,crime_10.pdf,12,1
May,2024,SC/ST POA Act,SC/ST POA Act,173,crime_10.pdf,13,1
May,2024,Cyber Crimes,Cyber Crimes,2341,crime_10.pdf,15,1
May,2024,Economic Offences,Economic Offences,574,crime_10.pdf,16,1
May,2024,MMDR & KMMCR,MMDR Act,0,crime_10.pdf,17,1
May,2024,MMDR & KMMCR,KMMC Rules,4,crime_10.pdf,17,1
May,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1123,crime_10.pdf,18,1
May,2024,NDPS Cases,NDPS Cases,243,crime_10.pdf,19,1
May,2024,Murder,Other Murders,108,crime_22.pdf,3,1
May,2024,Murder,Total Murder,113,crime_22.pdf,3,1
May,2024,Dacoity,Dacoity Cases,8,crime_22.pdf,4,1
May,2024,Robbery,Robbery (Except Chain Snatching),124,crime_22.pdf,5,1
May,2024,Robbery,Total Robbery,182,crime_22.pdf,5,1
May,2024,Burglary,Burglary Night,391,crime_22.pdf,6,1
May,2024,Burglary,Burglary Day,103,crime_22.pdf,6,1
May,2024,Burglary,Total,494,crime_22.pdf,6,1
May,2024,Theft,Reported,2128,crime_22.pdf,7,1
May,2024,Riots,Riots,397,crime_22.pdf,8,1
May,2024,Hurt,Cases of Hurt,1826,crime_22.pdf,9,1
May,2024,Special & Local Laws,Special & Local Laws,4777,crime_22.pdf,10,1
May,2024,Crime against Women,Rape,80,crime_22.pdf,11,1
May,2024,Crime against Women,Dowry Death,9,crime_22.pdf,11,1
May,2024,POCSO,POCSO,294,crime_22.pdf,12,1
May,2024,SC/ST POA Act,SC/ST POA Act,170,crime_22.pdf,13,1
May,2024,Cyber Crimes,Cyber Crimes,2281,crime_22.pdf,15,1
May,2024,Economic Offences,Economic Offences,584,crime_22.pdf,16,1
May,2024,MMDR & KMMCR,MMDR Act,6,crime_22.pdf,17,1
May,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1120,crime_22.pdf,18,1
May,2024,Murder,Other Murders,110,crime_23.pdf,3,1
May,2024,Murder,Total Murder,115,crime_23.pdf,3,1
May,2024,Robbery,Robbery (Except Chain Snatching),125,crime_23.pdf,5,1
May,2024,Robbery,Total Robbery,183,crime_23.pdf,5,1
May,2024,Burglary,Burglary Night,395,crime_23.pdf,6,1
May,2024,Burglary,Total,499,crime_23.pdf,6,1
May,2024,Theft,Reported,2121,crime_23.pdf,7,1
May,2024,Riots,Riots,404,crime_23.pdf,8,1
May,2024,Hurt,Cases of Hurt,1818,crime_23.pdf,9,1
May,2024,Special & Local Laws,Special & Local Laws,4862,crime_23.pdf,10,1
May,2024,Crime against Women,Rape,81,crime_23.pdf,11,1
May,2024,Crime against Women,Dowry Death,10,crime_23.pdf,11,1
May,2024,POCSO,POCSO,363,crime_23.pdf,12,1
May,2024,SC/ST POA Act,SC/ST POA Act,175,crime_23.pdf,13,1
May,2024,Cyber Crimes,Cyber Crimes,2019,crime_23.pdf,15,1
May,2024,Economic Offences,Economic Offences,577,crime_23.pdf,16,1
May,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1121,crime_23.pdf,18,1
June,2024,Murder,Murder for gain,2,crime_11.pdf,3,1
June,2024,Murder,Other Murders,90,crime_11.pdf,3,1
June,2024,Murder,Total Murder,92,crime_11.pdf,3,1
June,2024,Dacoity,Dacoity Cases,11,crime_11.pdf,4,1
June,2024,Robbery,Chain Snatching,63,crime_11.pdf,5,1
June,2024,Robbery,Robbery (Except Chain Snatching),91,crime_11.pdf,5,1
June,2024,Robbery,Total Robbery,154,crime_11.pdf,5,1
June,2024,Burglary,Burglary Night,415,crime_11.pdf,6,1
June,2024,Burglary,Burglary Day,154,crime_11.pdf,6,1
June,2024,Burglary,Total,569,crime_11.pdf,6,1
June,2024,Theft,Reported,2020,crime_11.pdf,7,1
June,2024,Riots,Riots,362,crime_11.pdf,8,1
June,2024,Hurt,Cases of Hurt,1483,crime_11.pdf,9,1
June,2024,Special & Local Laws,Special & Local Laws,5113,crime_11.pdf,10,1
June,2024,Crime against Women,Rape,63,crime_11.pdf,11,1
June,2024,Crime against Women,Dowry Death,10,crime_11.pdf,11,1
June,2024,POCSO,POCSO,342,crime_11.pdf,12,1
June,2024,SC/ST POA Act,SC/ST POA Act,152,crime_11.pdf,13,1
June,2024,Cyber Crimes,Cyber Crimes,2059,crime_11.pdf,15,1
June,2024,Economic Offences,Economic Offences,709,crime_11.pdf,16,1
June,2024,MMDR & KMMCR,MMDR Act,9,crime_11.pdf,17,1
June,2024,MMDR & KMMCR,KMMC Rules,0,crime_11.pdf,17,1
June,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1085,crime_11.pdf,18,1
June,2024,NDPS Cases,NDPS Cases,321,crime_11.pdf,19,1
June,2024,Murder,Murder for gain,0,crime_23.pdf,3,1
June,2024,Murder,Other Murders,89,crime_23.pdf,3,1
June,2024,Murder,Total Murder,89,crime_23.pdf,3,1
June,2024,Robbery,Chain Snatching,58,crime_23.pdf,5,1
June,2024,Robbery,Robbery (Except Chain Snatching),99,crime_23.pdf,5,1
June,2024,Robbery,Total Robbery,157,crime_23.pdf,5,1
June,2024,Burglary,Burglary Night,407,crime_23.pdf,6,1
June,2024,Burglary,Burglary Day,106,crime_23.pdf,6,1
June,2024,Burglary,Total,513,crime_23.pdf,6,1
June,2024,Theft,Reported,2026,crime_23.pdf,7,1
June,2024,Riots,Riots,363,crime_23.pdf,8,1
June,2024,Hurt,Cases of Hurt,1472,crime_23.pdf,9,1
June,2024,Special & Local Laws,Special & Local Laws,5013,crime_23.pdf,10,1
June,2024,Crime against Women,Rape,55,crime_23.pdf,11,1
June,2024,POCSO,POCSO,280,crime_23.pdf,12,1
June,2024,SC/ST POA Act,SC/ST POA Act,148,crime_23.pdf,13,1
June,2024,Economic Offences,Economic Offences,716,crime_23.pdf,16,1
June,2024,MMDR & KMMCR,MMDR Act,10,crime_23.pdf,17,1
June,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1081,crime_23.pdf,18,1
June,2024,NDPS Cases,NDPS Cases,322,crime_23.pdf,19,1
June,2024,Murder,Murder for gain,1,crime_24.pdf,3,1
June,2024,Murder,Other Murders,91,crime_24.pdf,3,1
June,2024,Dacoity,Dacoity Cases,10,crime_24.pdf,4,1
June,2024,Robbery,Chain Snatching,61,crime_24.pdf,5,1
June,2024,Robbery,Robbery (Except Chain Snatching),98,crime_24.pdf,5,1
June,2024,Robbery,Total Robbery,159,crime_24.pdf,5,1
June,2024,Burglary,Burglary Night,413,crime_24.pdf,6,1
June,2024,Burglary,Burglary Day,107,crime_24.pdf,6,1
June,2024,Burglary,Total,520,crime_24.pdf,6,1
June,2024,Riots,Riots,364,crime_24.pdf,8,1
June,2024,Hurt,Cases of Hurt,1465,crime_24.pdf,9,1
June,2024,Special & Local Laws,Special & Local Laws,5062,crime_24.pdf,10,1
June,2024,POCSO,POCSO,318,crime_24.pdf,12,1
June,2024,Cyber Crimes,Cyber Crimes,2021,crime_24.pdf,15,1
June,2024,Economic Offences,Economic Offences,715,crime_24.pdf,16,1
July,2024,Murder,Murder for gain,1,crime_12.pdf,3,1
July,2024,Murder,Other Murders,91,crime_12.pdf,3,1
July,2024,Murder,Total Murder,92,crime_12.pdf,3,1
July,2024,Dacoity,Dacoity Cases,21,crime_12.pdf,4,1
July,2024,Robbery,Chain Snatching,54,crime_12.pdf,5,1
July,2024,Robbery,Robbery (Except Chain Snatching),68,crime_12.pdf,5,1
July,2024,Robbery,Total Robbery,122,crime_12.pdf,5,1
July,2024,Burglary,Burglary Night,432,crime_12.pdf,6,1
July,2024,Burglary,Burglary Day,77,crime_12.pdf,6,1
July,2024,Burglary,Total,509,crime_12.pdf,6,1
July,2024,Theft,Reported,1994,crime_12.pdf,7,1
July,2024,Riots,Riots,240,crime_12.pdf,8,1
July,2024,Hurt,Cases of Hurt,1185,crime_12.pdf,9,1
July,2024,Special & Local Laws,Special & Local Laws,5007,crime_12.pdf,10,1
July,2024,Crime against Women,Rape,67,crime_12.pdf,11,1
July,2024,Crime against Women,Dowry Death,10,crime_12.pdf,11,1
July,2024,POCSO,POCSO,335,crime_12.pdf,12,1
July,2024,SC/ST POA Act,SC/ST POA Act,161,crime_12.pdf,13,1
July,2024,Cyber Crimes,Cyber Crimes,2117,crime_12.pdf,15,1
July,2024,Economic Offences,Economic Offences,665,crime_12.pdf,16,1
July,2024,MMDR & KMMCR,MMDR Act,2,crime_12.pdf,17,1
July,2024,MMDR & KMMCR,KMMC Rules,3,crime_12.pdf,17,1
July,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1068,crime_12.pdf,18,1
July,2024,NDPS Cases,NDPS Cases,354,crime_12.pdf,19,1
July,2024,Murder,Other Murders,84,crime_24.pdf,3,1
July,2024,Murder,Total Murder,85,crime_24.pdf,3,1
July,2024,Robbery,Chain Snatching,49,crime_24.pdf,5,1
July,2024,Robbery,Robbery (Except Chain Snatching),72,crime_24.pdf,5,1
July,2024,Robbery,Total Robbery,121,crime_24.pdf,5,1
July,2024,Burglary,Burglary Night,427,crime_24.pdf,6,1
July,2024,Burglary,Burglary Day,74,crime_24.pdf,6,1
July,2024,Burglary,Total,501,crime_24.pdf,6,1
July,2024,Theft,Reported,1953,crime_24.pdf,7,1
July,2024,Riots,Riots,230,crime_24.pdf,8,1
July,2024,Hurt,Cases of Hurt,1166,crime_24.pdf,9,1
July,2024,Special & Local Laws,Special & Local Laws,4927,crime_24.pdf,10,1
July,2024,Crime against Women,Rape,58,crime_24.pdf,11,1
July,2024,Crime against Women,Dowry Death,9,crime_24.pdf,11,1
July,2024,POCSO,POCSO,285,crime_24.pdf,12,1
July,2024,Cyber Crimes,Cyber Crimes,2060,crime_24.pdf,15,1
July,2024,Economic Offences,Economic Offences,668,crime_24.pdf,16,1
July,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1062,crime_24.pdf,18,1
July,2024,Dacoity,Dacoity Cases,19,crime_25.pdf,4,1
July,2024,Burglary,Burglary Night,431,crime_25.pdf,6,1
July,2024,Burglary,Burglary Day,76,crime_25.pdf,6,1
July,2024,Burglary,Total,507,crime_25.pdf,6,1
July,2024,Theft,Reported,1951,crime_25.pdf,7,1
July,2024,Riots,Riots,231,crime_25.pdf,8,1
July,2024,Special & Local Laws,Special & Local Laws,4986,crime_25.pdf,10,1
July,2024,Crime against Women,Rape,57,crime_25.pdf,11,1
July,2024,Crime against Women,Dowry Death,8,crime_25.pdf,11,1
July,2024,POCSO,POCSO,316,crime_25.pdf,12,1
July,2024,SC/ST POA Act,SC/ST POA Act,167,crime_25.pdf,13,1
July,2024,Cyber Crimes,Cyber Crimes,2062,crime_25.pdf,15,1
July,2024,Economic Offences,Economic Offences,666,crime_25.pdf,16,1
July,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1066,crime_25.pdf,18,1
August,2024,Murder,Murder for gain,4,crime_13.pdf,3,1
August,2024,Murder,Other Murders,87,crime_13.pdf,3,1
August,2024,Murder,Total Murder,91,crime_13.pdf,3,1
August,2024,Dacoity,Dacoity Cases,14,crime_13.pdf,4,1
August,2024,Robbery,Chain Snatching,51,crime_13.pdf,5,1
August,2024,Robbery,Robbery (Except Chain Snatching),66,crime_13.pdf,5,1
August,2024,Robbery,Total Robbery,117,crime_13.pdf,5,1
August,2024,Burglary,Burglary Night,322,crime_13.pdf,6,1
August,2024,Burglary,Burglary Day,110,crime_13.pdf,6,1
August,2024,Burglary,Total,432,crime_13.pdf,6,1
August,2024,Theft,Reported,1802,crime_13.pdf,7,1
August,2024,Riots,Riots,222,crime_13.pdf,8,1
August,2024,Hurt,Cases of Hurt,1260,crime_13.pdf,9,1
August,2024,Special & Local Laws,Special & Local Laws,5103,crime_13.pdf,10,1
August,2024,Crime against Women,Rape,61,crime_13.pdf,11,1
August,2024,Crime against Women,Dowry Death,9,crime_13.pdf,11,1
August,2024,POCSO,POCSO,354,crime_13.pdf,12,1
August,2024,SC/ST POA Act,SC/ST POA Act,168,crime_13.pdf,13,1
August,2024,Cyber Crimes,Cyber Crimes,1823,crime_13.pdf,15,1
August,2024,Economic Offences,Economic Offences,580,crime_13.pdf,16,1
August,2024,MMDR & KMMCR,MMDR Act,2,crime_13.pdf,17,1
August,2024,MMDR & KMMCR,KMMC Rules,2,crime_13.pdf,17,1
August,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,940,crime_13.pdf,18,1
August,2024,NDPS Cases,NDPS Cases,437,crime_13.pdf,19,1
August,2024,Murder,Murder for gain,5,crime_25.pdf,3,1
August,2024,Murder,Other Murders,89,crime_25.pdf,3,1
August,2024,Murder,Total Murder,94,crime_25.pdf,3,1
August,2024,Robbery,Chain Snatching,54,crime_25.pdf,5,1
August,2024,Robbery,Robbery (Except Chain Snatching),67,crime_25.pdf,5,1
August,2024,Robbery,Total Robbery,121,crime_25.pdf,5,1
August,2024,Burglary,Burglary Night,320,crime_25.pdf,6,1
August,2024,Burglary,Burglary Day,109,crime_25.pdf,6,1
August,2024,Burglary,Total,429,crime_25.pdf,6,1
August,2024,Theft,Reported,1751,crime_25.pdf,7,1
August,2024,Riots,Riots,230,crime_25.pdf,8,1
August,2024,Hurt,Cases of Hurt,1246,crime_25.pdf,9,1
August,2024,Special & Local Laws,Special & Local Laws,5026,crime_25.pdf,10,1
August,2024,Crime against Women,Rape,54,crime_25.pdf,11,1
August,2024,Crime against Women,Dowry Death,10,crime_25.pdf,11,1
August,2024,POCSO,POCSO,296,crime_25.pdf,12,1
August,2024,SC/ST POA Act,SC/ST POA Act,163,crime_25.pdf,13,1
August,2024,Cyber Crimes,Cyber Crimes,1774,crime_25.pdf,15,1
August,2024,Economic Offences,Economic Offences,583,crime_25.pdf,16,1
August,2024,MMDR & KMMCR,MMDR Act,3,crime_25.pdf,17,1
August,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,942,crime_25.pdf,18,1
August,2024,NDPS Cases,NDPS Cases,436,crime_25.pdf,19,1
August,2024,Murder,Other Murders,91,crime_26.pdf,3,1
August,2024,Murder,Total Murder,95,crime_26.pdf,3,1
August,2024,Dacoity,Dacoity Cases,13,crime_26.pdf,4,1
August,2024,Robbery,Robbery (Except Chain Snatching),65,crime_26.pdf,5,1
August,2024,Robbery,Total Robbery,119,crime_26.pdf,5,1
August,2024,Theft,Reported,1803,crime_26.pdf,7,1
August,2024,Riots,Riots,228,crime_26.pdf,8,1
August,2024,Special & Local Laws,Special & Local Laws,5078,crime_26.pdf,10,1
August,2024,Crime against Women,Rape,51,crime_26.pdf,11,1
August,2024,POCSO,POCSO,336,crime_26.pdf,12,1
August,2024,SC/ST POA Act,SC/ST POA Act,172,crime_26.pdf,13,1
August,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,941,crime_26.pdf,18,1
September,2024,Murder,Murder for gain,2,crime_14.pdf,3,1
September,2024,Murder,Other Murders,90,crime_14.pdf,3,1
September,2024,Murder,Total Murder,92,crime_14.pdf,3,1
September,2024,Dacoity,Dacoity Cases,11,crime_14.pdf,4,1
September,2024,Robbery,Chain Snatching,38,crime_14.pdf,5,1
September,2024,Robbery,Robbery (Except Chain Snatching),54,crime_14.pdf,5,1
September,2024,Robbery,Total Robbery,92,crime_14.pdf,5,1
September,2024,Burglary,Burglary Night,284,crime_14.pdf,6,1
September,2024,Burglary,Burglary Day,97,crime_14.pdf,6,1
September,2024,Burglary,Total,381,crime_14.pdf,6,1
September,2024,Theft,Reported,1747,crime_14.pdf,7,1
September,2024,Riots,Riots,284,crime_14.pdf,8,1
September,2024,Hurt,Cases of Hurt,1334,crime_14.pdf,9,1
September,2024,Special & Local Laws,Special & Local Laws,4525,crime_14.pdf,10,1
September,2024,Crime against Women,Rape,58,crime_14.pdf,11,1
September,2024,Crime against Women,Dowry Death,15,crime_14.pdf,11,1
September,2024,POCSO,POCSO,339,crime_14.pdf,12,1
September,2024,SC/ST POA Act,SC/ST POA Act,180,crime_14.pdf,13,1
September,2024,Cyber Crimes,Cyber Crimes,1738,crime_14.pdf,15,1
September,2024,Economic Offences,Economic Offences,577,crime_14.pdf,16,1
September,2024,MMDR & KMMCR,MMDR Act,3,crime_14.pdf,17,1
September,2024,MMDR & KMMCR,KMMC Rules,1,crime_14.pdf,17,1
September,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,881,crime_14.pdf,18,1
September,2024,NDPS Cases,NDPS Cases,340,crime_14.pdf,19,1
September,2024,Burglary,Burglary Day,47,crime_14.pdf,60,1
September,2024,Murder,Other Murders,91,crime_26.pdf,3,1
September,2024,Murder,Total Murder,93,crime_26.pdf,3,1
September,2024,Dacoity,Dacoity Cases,9,crime_26.pdf,4,1
September,2024,Robbery,Chain Snatching,34,crime_26.pdf,5,1
September,2024,Robbery,Robbery (Except Chain Snatching),60,crime_26.pdf,5,1
September,2024,Robbery,Total Robbery,94,crime_26.pdf,5,1
September,2024,Burglary,Burglary Night,280,crime_26.pdf,6,1
September,2024,Burglary,Burglary Day,93,crime_26.pdf,6,1
September,2024,Burglary,Total,373,crime_26.pdf,6,1
September,2024,Theft,Reported,1759,crime_26.pdf,7,1
September,2024,Riots,Riots,277,crime_26.pdf,8,1
September,2024,Hurt,Cases of Hurt,1315,crime_26.pdf,9,1
September,2024,Special & Local Laws,Special & Local Laws,4448,crime_26.pdf,10,1
September,2024,Crime against Women,Rape,52,crime_26.pdf,11,1
September,2024,Crime against Women,Dowry Death,13,crime_26.pdf,11,1
September,2024,POCSO,POCSO,286,crime_26.pdf,12,1
September,2024,SC/ST POA Act,SC/ST POA Act,178,crime_26.pdf,13,1
September,2024,Cyber Crimes,Cyber Crimes,1688,crime_26.pdf,15,1
September,2024,Economic Offences,Economic Offences,578,crime_26.pdf,16,1
September,2024,MMDR & KMMCR,MMDR Act,2,crime_26.pdf,17,1
September,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,876,crime_26.pdf,18,1
September,2024,NDPS Cases,NDPS Cases,339,crime_26.pdf,19,1
September,2024,Murder,Other Murders,93,crime_27.pdf,3,1
September,2024,Murder,Total Murder,95,crime_27.pdf,3,1
September,2024,Dacoity,Dacoity Cases,10,crime_27.pdf,4,1
September,2024,Robbery,Chain Snatching,37,crime_27.pdf,5,1
September,2024,Robbery,Robbery (Except Chain Snatching),57,crime_27.pdf,5,1
September,2024,Burglary,Burglary Night,283,crime_27.pdf,6,1
September,2024,Burglary,Burglary Day,94,crime_27.pdf,6,1
September,2024,Burglary,Total,377,crime_27.pdf,6,1
September,2024,Theft,Reported,1756,crime_27.pdf,7,1
September,2024,Riots,Riots,280,crime_27.pdf,8,1
September,2024,Hurt,Cases of Hurt,1312,crime_27.pdf,9,1
September,2024,Special & Local Laws,Special & Local Laws,4478,crime_27.pdf,10,1
September,2024,Crime against Women,Rape,51,crime_27.pdf,11,1
September,2024,Crime against Women,Dowry Death,14,crime_27.pdf,11,1
September,2024,POCSO,POCSO,314,crime_27.pdf,12,1
September,2024,SC/ST POA Act,SC/ST POA Act,183,crime_27.pdf,13,1
September,2024,Cyber Crimes,Cyber Crimes,1686,crime_27.pdf,15,1
September,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,880,crime_27.pdf,18,1
October,2024,Murder,Murder for gain,2,crime_15.pdf,3,1
October,2024,Murder,Other Murders,99,crime_15.pdf,3,1
October,2024,Murder,Total Murder,101,crime_15.pdf,3,1
October,2024,Dacoity,Dacoity Cases,8,crime_15.pdf,4,1
October,2024,Robbery,Chain Snatching,36,crime_15.pdf,5,1
October,2024,Robbery,Robbery (Except Chain Snatching),60,crime_15.pdf,5,1
October,2024,Robbery,Total Robbery,96,crime_15.pdf,5,1
October,2024,Burglary,Burglary Night,388,crime_15.pdf,6,1
October,2024,Burglary,Burglary Day,100,crime_15.pdf,6,1
October,2024,Burglary,Total,488,crime_15.pdf,6,1
October,2024,Theft,Reported,1766,crime_15.pdf,7,1
October,2024,Riots,Riots,206,crime_15.pdf,8,1
October,2024,Hurt,Cases of Hurt,1280,crime_15.pdf,9,1
October,2024,Special & Local Laws,Special & Local Laws,4355,crime_15.pdf,10,1
October,2024,Crime against Women,Rape,54,crime_15.pdf,11,1
October,2024,Crime against Women,Dowry Death,9,crime_15.pdf,11,1
October,2024,POCSO,POCSO,258,crime_15.pdf,12,1
October,2024,SC/ST POA Act,SC/ST POA Act,155,crime_15.pdf,13,1
October,2024,Cyber Crimes,Cyber Crimes,1688,crime_15.pdf,15,1
October,2024,Economic Offences,Economic Offences,516,crime_15.pdf,16,1
October,2024,MMDR & KMMCR,MMDR Act,9,crime_15.pdf,17,1
October,2024,MMDR & KMMCR,KMMC Rules,2,crime_15.pdf,17,1
October,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,841,crime_15.pdf,18,1
October,2024,NDPS Cases,NDPS Cases,274,crime_15.pdf,19,1
October,2024,Murder,Murder for gain,3,crime_27.pdf,3,1
October,2024,Murder,Other Murders,94,crime_27.pdf,3,1
October,2024,Murder,Total Murder,97,crime_27.pdf,3,1
October,2024,Dacoity,Dacoity Cases,9,crime_27.pdf,4,1
October,2024,Robbery,Chain Snatching,32,crime_27.pdf,5,1
October,2024,Robbery,Robbery (Except Chain Snatching),61,crime_27.pdf,5,1
October,2024,Robbery,Total Robbery,93,crime_27.pdf,5,1
October,2024,Burglary,Burglary Night,387,crime_27.pdf,6,1
October,2024,Burglary,Burglary Day,97,crime_27.pdf,6,1
October,2024,Burglary,Total,484,crime_27.pdf,6,1
October,2024,Theft,Reported,1769,crime_27.pdf,7,1
October,2024,Riots,Riots,201,crime_27.pdf,8,1
October,2024,Hurt,Cases of Hurt,1276,crime_27.pdf,9,1
October,2024,Special & Local Laws,Special & Local Laws,4270,crime_27.pdf,10,1
October,2024,Crime against Women,Rape,51,crime_27.pdf,11,1
October,2024,POCSO,POCSO,209,crime_27.pdf,12,1
October,2024,SC/ST POA Act,SC/ST POA Act,159,crime_27.pdf,13,1
October,2024,Cyber Crimes,Cyber Crimes,1641,crime_27.pdf,15,1
October,2024,Economic Offences,Economic Offences,523,crime_27.pdf,16,1
October,2024,MMDR & KMMCR,MMDR Act,10,crime_27.pdf,17,1
October,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,839,crime_27.pdf,18,1
October,2024,Murder,Other Murders,96,crime_28.pdf,3,1
October,2024,Murder,Total Murder,99,crime_28.pdf,3,1
October,2024,Robbery,Chain Snatching,33,crime_28.pdf,5,1
October,2024,Robbery,Robbery (Except Chain Snatching),59,crime_28.pdf,5,1
October,2024,Robbery,Total Robbery,92,crime_28.pdf,5,1
October,2024,Theft,Reported,1768,crime_28.pdf,7,1
October,2024,Riots,Riots,199,crime_28.pdf,8,1
October,2024,Special & Local Laws,Special & Local Laws,4321,crime_28.pdf,10,1
October,2024,Crime against Women,Rape,50,crime_28.pdf,11,1
October,2024,POCSO,POCSO,237,crime_28.pdf,12,1
October,2024,SC/ST POA Act,SC/ST POA Act,164,crime_28.pdf,13,1
October,2024,Cyber Crimes,Cyber Crimes,1643,crime_28.pdf,15,1
October,2024,Economic Offences,Economic Offences,521,crime_28.pdf,16,1
November,2024,Murder,Murder for gain,5,crime_16.pdf,3,1
November,2024,Murder,Other Murders,99,crime_16.pdf,3,1
November,2024,Murder,Total Murder,104,crime_16.pdf,3,1
November,2024,Dacoity,Dacoity Cases,11,crime_16.pdf,4,1
November,2024,Robbery,Chain Snatching,41,crime_16.pdf,5,1
November,2024,Robbery,Robbery (Except Chain Snatching),40,crime_16.pdf,5,1
November,2024,Robbery,Total Robbery,81,crime_16.pdf,5,1
November,2024,Burglary,Burglary Night,336,crime_16.pdf,6,1
November,2024,Burglary,Burglary Day,92,crime_16.pdf,6,1
November,2024,Burglary,Total,428,crime_16.pdf,6,1
November,2024,Theft,Reported,1664,crime_16.pdf,7,1
November,2024,Riots,Riots,226,crime_16.pdf,8,1
November,2024,Hurt,Cases of Hurt,1246,crime_16.pdf,9,1
November,2024,Special & Local Laws,Special & Local Laws,5704,crime_16.pdf,10,1
November,2024,Crime against Women,Rape,49,crime_16.pdf,11,1
November,2024,Crime against Women,Dowry Death,5,crime_16.pdf,11,1
November,2024,POCSO,POCSO,319,crime_16.pdf,12,1
