"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/03/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
House theft,2157,125,1,2031,0,7,18,7,573,32,1389,3,2,1928,75,7,1846,0,5,1,4,461,513,860,2,0,435,5,0,430,0,0,0,0,11,414,5,0,
Ordinary Theft,22598,906,271,21421,2,597,271,2159,4500,242,13509,123,20,20172,698,319,19155,0,214,142,869,4406,4566,8891,57,10,4576,40,38,4498,0,3,0,19,241,4160,72,3,
Cattle thefts,424,13,2,409,0,7,5,34,147,4,211,1,0,506,3,2,501,0,3,0,13,199,151,134,1,0,138,2,0,136,0,0,0,0,7,128,1,0,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,6929,2115,131,4683,0,10,24,83,2255,1497,713,92,9,6573,1069,107,5397,0,1,2,23,972,4000,343,55,1,1487,14,14,1459,0,0,0,0,14,1443,2,0,
Cr.Br.Trust,506,145,5,356,0,0,1,3,159,163,28,2,0,571,87,9,475,0,0,0,0,106,355,8,5,1,174,1,1,172,0,0,0,0,1,169,2,0,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,13,10,7,0,0,5,0,0,5,0,0,0,0,0,5,0,0,
Sub Total - PART-I,45027,3690,483,40854,3,683,602,2305,14684,2325,19907,248,100,41477,2193,506,38778,0,236,196,920,11746,13268,12220,139,53,9643,67,62,9514,0,3,0,19,423,8976,88,5,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths due
to Rashness/Negligence (Sec 304(A)IPC/106
BNS)",12043,94,34,11915,0,421,460,10,8554,61,1063,25,1321,11999,97,14,11888,0,167,84,4,8333,1818,581,7,894,2995,1,1,2993,0,1,0,0,342,2627,2,0,
"279,337,338IPC/281,125(a),125(b)BNS",31760,226,13,31521,0,19382,305,424,9849,73,1311,87,90,31434,179,13,31242,0,10857,197,187,16188,2781,986,19,27,8067,6,2,8059,0,176,1,1,1516,6353,11,1,
Rioting,3905,378,7,3520,0,15,298,34,3047,83,32,10,1,3445,255,4,3186,0,6,43,10,2202,899,23,2,1,832,3,1,828,0,0,0,0,52,775,0,1,
Hurts,17478,1138,31,16309,0,151,1917,497,13153,169,334,50,38,17094,1010,31,16053,0,71,357,160,12286,2941,202,31,5,4076,33,2,4041,0,0,0,0,609,3432,0,0,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,
Kidnapping,3643,3258,31,354,0,1,27,2,190,104,22,8,0,4002,3244,32,726,0,0,6,0,184,524,7,5,0,1091,302,6,783,0,0,0,0,3,779,0,1,
304(B) IPC/80 BNS,158,8,1,149,0,0,7,0,138,3,0,0,1,113,0,2,111,0,0,1,0,104,6,0,0,0,31,0,0,31,0,0,0,0,1,30,0,0,
498 (A) IPC/85 BNS,2960,317,61,2582,0,8,277,10,2182,68,1,29,7,2917,208,55,2654,0,4,76,5,2012,544,1,9,3,704,4,6,694,0,0,0,0,52,641,0,1,
Molestation (354 IPC/74 BNS),6492,636,31,5825,0,26,485,47,5020,141,71,21,14,6325,524,32,5769,1,11,84,23,4193,1377,51,23,7,1446,15,2,1429,0,0,0,0,127,1301,1,0,
Rape,601,44,37,520,0,0,41,1,440,24,1,12,1,737,43,51,643,0,0,13,0,526,96,0,7,1,238,4,11,223,0,0,0,0,20,201,0,2,
353 IPC/132 BNS,1004,44,4,956,0,19,24,3,850,33,15,8,4,978,24,3,951,0,3,3,0,654,277,6,5,3,323,0,0,323,0,0,0,0,26,297,0,0,
Other IPC/BNS,21469,1936,85,19448,0,10233,381,387,6793,697,811,109,37,16388,1122,95,15171,0,4005,84,142,6792,3577,500,47,24,4877,26,14,4837,0,431,0,0,965,3435,4,1,
Sub Total - PART-II,101515,8079,335,93101,0,30256,4222,1415,50218,1456,3661,359,1514,95440,6707,332,88401,1,15124,948,531,53481,14840,2357,155,965,24684,394,45,24245,0,608,1,1,3713,19875,18,7,
