DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF DECEMBER - 2024 (AS ON 02/01/2025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
11,SC ST & POA Act,0,6,3,5,23,6,3,2,4,7,6,2,2,2,4,5,3,5,0,6,5,0,3,3,4,6,2,2,3,8,4,4,7,5,5,3,7,4,169
12a,107 Cr.P.C.,18,15,99,77,74,8,57,6,18,59,37,10,12,40,17,48,26,7,9,28,15,0,15,8,63,9,47,7,39,21,6,45,66,5,23,27,52,82,1195
12b,109 Cr.P.C.,10,3,6,5,53,4,3,0,4,6,3,0,6,4,20,5,2,1,1,1,4,13,0,1,6,1,3,1,4,3,2,6,60,1,1,9,7,9,268
12c,110 Cr.P.C.,4,0,7,10,172,6,9,5,1,1,1,5,1,5,6,53,0,11,3,2,4,0,0,2,1,0,18,24,2,3,1,2,49,0,1,31,26,4,470
13,CYBER CRIME,2,9,6,7,1200,43,2,1,14,7,5,5,10,7,4,8,15,17,11,5,3,0,5,2,3,6,9,8,2,2,20,6,22,7,5,2,8,4,1492
14a,Cr. Br. of Trust,0,2,1,1,23,4,1,0,2,1,0,0,0,0,1,1,0,3,1,0,1,0,1,0,1,1,2,0,0,0,1,5,1,2,0,1,0,2,59
14b,CHEATING,15,8,9,10,240,33,6,3,9,4,13,1,9,2,3,13,9,11,2,3,6,0,9,5,3,6,5,14,8,5,13,27,20,11,4,5,8,4,556
14c,COUNTERFEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15a,MMDR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6
16,"Motor vehicles
Theft Cases",14,11,13,23,399,76,8,5,12,7,21,3,18,10,4,9,19,10,6,6,34,5,4,12,6,12,4,19,34,19,28,16,24,2,1,5,11,13,923
17,NDPS Cases,8,0,3,15,63,4,16,10,0,30,7,3,18,4,8,35,4,6,2,8,14,5,4,4,5,17,244,1,3,2,10,15,45,14,7,12,4,1,651
