DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF NOVEMBER - 2024 (AS ON 02/12/2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
9a,RAPE,0,0,1,1,15,1,0,0,0,1,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,2,3,1,1,2,0,3,3,0,0,0,2,0,46
9b,DOWRY DEATHS,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10,POCSO,5,2,0,7,38,15,4,2,13,13,8,3,4,5,3,8,9,5,3,4,2,0,7,4,1,9,2,4,14,4,7,16,9,3,7,8,8,4,260
11,SC ST & POA Act,3,0,3,2,24,11,2,1,1,2,5,1,7,0,2,8,4,3,1,2,7,0,4,2,4,5,1,1,1,6,3,12,3,2,2,1,12,3,151
12a,107 Cr.P.C.,11,13,73,88,29,9,52,22,16,118,32,16,4,39,45,36,15,9,11,47,19,0,15,16,8,12,43,6,57,23,12,35,42,14,16,33,14,7,1057
12b,109 Cr.P.C.,8,1,4,8,61,2,3,0,4,7,1,1,4,3,3,6,3,0,2,1,2,26,4,3,2,7,1,1,1,1,1,0,44,0,9,5,8,2,239
12c,110 Cr.P.C.,5,0,12,6,219,21,7,0,0,5,0,9,1,4,0,79,1,5,31,5,4,1,0,0,1,12,9,6,0,2,19,1,28,8,0,72,4,2,579
13,CYBER CRIME,2,9,10,3,1272,57,1,1,15,3,7,2,12,6,5,10,11,10,1,2,1,0,7,3,1,5,10,14,2,0,18,11,27,16,2,1,8,3,1568
14a,Cr. Br. of Trust,0,1,0,1,15,2,1,0,3,0,1,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,0,1,0,0,0,38
14b,CHEATING,4,3,8,3,230,28,4,2,8,4,10,1,7,2,3,12,2,3,0,0,3,0,5,4,2,10,4,8,7,8,19,17,11,4,3,8,16,4,467
14c,COUNTERFEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15a,MMDR,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,9
16,"Motor vehicles
Theft Cases",10,7,18,12,335,68,11,5,13,5,8,3,16,4,7,11,13,5,0,8,20,3,2,10,5,6,5,18,20,18,22,17,38,8,8,3,9,6,777
17,NDPS Cases,1,7,6,11,50,4,0,4,1,50,13,13,9,3,4,10,5,1,6,2,8,6,8,2,5,7,56,4,2,13,14,28,24,7,9,25,2,4,424
