DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF APRIL - 2026 (AS ON 02/05/2026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"ot
k
al
ag
B","ari
all
B","City
avi
ag
el
B","Dist
avi
ag
el
B","city
u
ur
al
ng
e
B","District
u
ur
al
ng
e
B","h
ut
o
S
u
ur
al
ng
e
B","ar
d
Bi","ar
ag
n
a
aj
ar
m
a
h
C","a
ur
p
a
all
b
k
hic
C","u
ur
al
ag
m
a
kk
hi
C","a
g
ur
d
a
hitr
C","a
d
a
n
n
a
k
a
n
hi
ks
a
D","e
er
ag
n
a
av
D","d
a
w
ar
h
D","ag
d
a
G","n
a
ass
H","eri
av
H","d
a
w
ar
D h City
alli
b
b
u
H","G.F
K.","agi
ur
b
a
al
K","City
agi
ur
b
a
al
K","ays
w
ail
R
a
k
a
at
n
ar
K","u
ag
d
o
K","ar
ol
K","al
p
p
o
K","a
dy
n
a
M","City
u
or
o
al
ng
a
M","City
u
ur
Mys","District
u
ur
Mys","ur
h
aic
R","a
g
g
o
m
a
v
hi
S","u
ur
k
a
m
u
T","pi
u
d
U","a
d
a
n
n
a
k
a
ar
Utt","a
ar
ag
n
a
ay
Vij","ur
p
a
ay
Vij","dgir
a
Y","al
ot
T"
8,Spl & Local laws,58,112,68,128,1455,64,69,68,103,126,92,151,29,122,50,107,163,100,160,49,60,58,9,113,76,131,188,51,47,104,213,220,141,63,120,179,241,107,5395
9a,"RAPE (Sec.376,
376(A) to 376 (D)",0,0,1,0,15,0,1,1,1,0,1,0,0,1,1,1,2,2,3,0,2,0,0,1,0,1,2,0,1,6,4,1,1,1,2,2,0,2,56
9b,DOWRY DEATHS,0,0,1,0,5,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
10,POCSO,8,10,0,14,64,4,9,4,3,16,9,16,8,15,5,3,10,7,5,2,13,4,0,14,10,9,31,6,4,17,16,21,7,3,6,7,4,10,394
11,SC ST & POA Act,8,8,2,13,29,10,6,2,4,3,8,8,4,5,8,3,12,4,2,1,8,2,0,5,7,3,5,0,0,9,7,7,16,4,6,3,5,10,237
12a,"107 Cr.P.C./126
BNSS",19,40,68,182,52,28,16,33,16,21,84,83,18,38,56,33,39,19,19,10,27,58,2,30,13,122,21,85,7,64,97,59,37,16,81,116,32,19,1760
12b,"109 Cr.P.C/128
BNSS",4,5,8,6,20,2,0,0,4,2,2,2,0,5,2,2,4,9,0,0,1,3,30,0,0,4,4,0,2,5,5,1,16,3,2,4,5,0,162
12c,"110 Cr.P.C/129
BNSS",0,125,13,12,463,24,32,9,7,17,0,61,11,0,2,2,128,31,33,4,3,3,0,4,55,1,163,17,87,0,7,1,24,35,59,2,17,45,1497
13,"CYBER CRIME
(INFORMATION",3,10,5,13,639,23,15,3,3,17,7,6,11,10,3,12,6,8,12,9,6,3,1,4,4,3,6,2,14,6,3,14,16,11,6,2,9,3,928
14a,Cr. Br. of Trust,0,0,0,1,54,0,0,4,0,1,2,1,0,0,0,3,1,1,5,0,0,0,0,0,3,0,0,0,3,0,1,1,2,0,0,1,1,0,85
14b,CHEATING,4,8,4,9,222,19,18,2,1,6,11,9,5,2,4,2,11,6,1,1,1,3,0,4,3,1,11,7,7,9,5,14,16,11,4,0,14,2,457
14c,COUNTERFEITING,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
15,KMMC,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
15a,MMDR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
16,"Motor vehicles
Theft Cases",6,18,15,27,424,32,22,8,2,3,9,8,5,18,2,4,14,19,10,2,6,10,6,1,6,0,17,3,6,14,15,16,21,4,4,9,14,4,804
17,NDPS Cases,0,12,27,4,373,1,4,3,11,4,4,27,1,22,1,3,27,14,70,17,1,13,8,44,7,1,18,32,8,16,18,62,15,33,30,3,3,3,940
