DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF NOVEMBER - 2025 (AS ON 01/12/2025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"ot
k
al
ag
B","ari
all
B","City
avi
ag
el
B","Dist
avi
ag
el
B","city
u
ur
al
ng
e
B","District
u
ur
al
ng
e
B","h
ut
o
S
u
ur
al
ng
e
B","ar
d
Bi","ar
ag
n
a
aj
ar
m
a
h
C","a
ur
p
a
all
b
k
hic
C","u
ur
al
ag
m
a
kk
hi
C","a
g
ur
d
a
hitr
C","a
d
a
n
n
a
k
a
n
hi
ks
a
D","e
er
ag
n
a
av
D","d
a
w
ar
h
D","ag
d
a
G","n
a
ass
H","eri
av
H","d
a
w
ar
D h City
alli
b
b
u
H","G.F
K.","agi
ur
b
a
al
K","City
agi
ur
b
a
al
K","ays
w
ail
R
a
k
a
at
n
ar
K","u
ag
d
o
K","ar
ol
K","al
p
p
o
K","a
dy
n
a
M","City
u
or
o
al
ng
a
M","City
u
ur
Mys","District
u
ur
Mys","ur
h
aic
R","a
g
g
o
m
a
v
hi
S","u
ur
k
a
m
u
T","pi
u
d
U","a
d
a
n
n
a
k
a
ar
Utt","a
ar
ag
n
a
ay
Vij","ur
p
a
ay
Vij","dgir
a
Y","al
ot
T"
9a,"RAPE (Sec.376,
376(A) to 376 (D)
IPC/64 TO 71 BNS)",2,1,1,1,9,3,1,0,0,1,0,0,0,0,1,1,1,1,0,1,3,0,0,0,3,3,0,1,1,0,1,1,1,2,0,0,2,3,45
9b,DOWRY DEATHS,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,12
10,POCSO,6,9,5,6,50,6,3,3,6,15,11,14,7,7,1,5,18,10,4,0,2,1,0,8,10,13,9,4,5,13,8,21,20,7,8,8,5,2,330
11,SC ST & POA Act,5,4,1,12,24,13,5,2,1,3,8,10,3,7,7,2,11,3,4,0,6,1,0,4,3,1,8,1,6,4,10,8,17,1,7,2,5,7,216
12a,"107 Cr.P.C./126
BNSS",31,27,34,107,26,8,8,37,8,14,172,34,26,25,45,67,27,15,36,9,10,5,0,15,0,17,16,34,10,10,19,28,39,16,47,74,42,10,1148
12b,"109 Cr.P.C/128
BNSS",3,6,2,3,42,7,1,4,0,3,3,1,1,3,0,2,3,4,0,1,3,1,19,0,0,1,3,2,3,10,7,3,23,3,11,2,6,4,190
12c,"110 Cr.P.C/129
BNSS",5,1,6,12,262,6,9,8,0,1,5,1,13,2,3,1,15,1,3,30,4,3,1,0,0,2,8,9,37,1,1,1,37,13,1,6,17,3,528
13,"CYBER CRIME
(INFORMATION
TECHNOLOGY ACT)",2,10,12,10,811,39,25,6,5,24,10,6,15,9,5,6,8,10,18,1,1,4,0,4,11,2,7,11,20,12,5,18,18,14,6,0,21,0,1186
14a,Cr. Br. of Trust,2,0,1,1,35,3,1,3,0,0,1,3,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,3,2,1,1,4,0,1,0,1,1,0,73
14b,CHEATING,4,6,7,16,223,20,14,3,2,5,7,10,3,13,3,5,15,5,5,0,1,2,0,4,7,5,10,9,10,7,6,9,13,7,14,4,4,2,480
14c,COUNTERFEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15a,MMDR,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
16,"Motor vehicles
Theft Cases",3,13,17,21,361,52,21,14,2,7,6,8,5,21,2,5,13,13,9,6,8,15,4,1,8,3,13,11,15,13,18,23,11,5,5,3,16,3,774
17,NDPS Cases,2,2,17,3,285,5,1,2,0,2,34,4,7,8,2,1,3,0,30,4,0,10,14,6,1,3,2,92,27,2,12,82,20,9,62,12,6,0,772
